numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100116,Rolland,Anne,F,1995-06-27,anne.rolland@free.fr,0719518023,"782, chemin Martins",04183,Le GallBourg,FR2769335134261923724501848,185048816017244,solde < 100,42,crédits en cours sans incident,électroménager,7174,pas d'épargne connue,4-7 ans,4,femme : divorcée/séparée/mariée,aucun,3,véhicule ou autre,30,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,1
FIN-100473,Aubry,Franck,M,1989-08-01,franck.aubry@outlook.fr,0742944401,"55, boulevard Franck Roger",27287,Dupuy,FR1447485994641839841673478,121104523480532,pas de compte courant,6,crédits en cours sans incident,activité professionnelle,1238,pas d'épargne connue,sans emploi,4,homme : célibataire,aucun,4,épargne logement/assurance vie,36,aucun,propriétaire,1,cadre / indépendant,2,oui,oui,0
FIN-100713,Masson,Emmanuel,M,2000-02-14,emmanuel.masson@outlook.fr,0652654610,"69, boulevard de Moreau",38725,Bouchet-sur-Duval,FR1241952814478674280218893,106020319018428,solde < 100,9,compte critique / crédits ailleurs,électroménager,1138,épargne < 100,1-4 ans,4,homme : célibataire,aucun,4,immobilier,25,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100057,Meunier,Suzanne,F,1994-10-09,suzanne.meunier@orange.fr,0665479356,"462, boulevard Bonnin",85479,Potier-les-Bains,FR7762044851579197111212590,189094900782073,pas de compte courant,36,compte critique / crédits ailleurs,électroménager,9566,épargne < 100,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,31,magasins,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100694,Étienne,Georges,M,1997-07-15,georges.étienne@gmail.com,0761106273,"3, boulevard Marion",80442,BECKER-LES-BAINS,FR4707372607201489678082649,235090506179234,pas de compte courant,24,crédits en cours sans incident,électroménager,2284,épargne < 100,4-7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,28,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100934,Marchal,Olivie,F,2002-02-19,olivie.marchal@outlook.fr,0684186203,avenue Dorothée Delmas,97614,Traore-sur-Grenier,FR8039767388724616303438300,138028519192831,solde < 100,12,crédits en cours sans incident,électroménager,1498,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,1,véhicule ou autre,23,banque,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100369,Turpin,Gabrielle,F,1985-03-01,gabrielle.turpin@free.fr,06 49 08 24 04,avenue Paris,66402,Weiss,FR5306293288098322101023200,107124700186164,solde 100-200,18,crédits en cours sans incident,audiovisuel,3001,épargne < 100,4-7 ans,2,femme : divorcée/séparée/mariée,aucun,4,immobilier,40,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100268,Chartier,Marc,M,1980-04-17,marc.chartier@outlook.fr,0656394278,"66, avenue Richard Rey",82455,Delahayenec,FR0758631441706462554026355,243069205064649,solde < 100,14,crédits en cours sans incident,voiture neuve,8978,épargne < 100,>= 7 ans,1,homme : divorcé/séparé,aucun,4,épargne logement/assurance vie,45,aucun,propriétaire,1,cadre / indépendant,1,oui,non,1
FIN-100046,Riou,Grégoire,M,21.03.1986,grégoire.riou@free.fr,0735866296,"75, rue Andrée Roux",71160,  Sainte Marcelle ,FR9161620281237106728728660,263026005730993,pas de compte courant,36,crédits en cours sans incident,électroménager,2299,épargne 500-1000,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,39,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100349,Pinto,Daniel,M,08.03.1993,daniel.pinto@free.fr,0649163009,"3, rue de Louis",53906,sainte margaret,FR2433760523045881650254472,262124019255439,solde 100-200,9,compte critique / crédits ailleurs,reconversion,1136,épargne > 1000,>= 7 ans,4,homme : célibataire,aucun,3,aucun bien connu,32,aucun,logé gratuitement,2,employé qualifié,2,non,oui,1
FIN-100195,Carre,Laetitia,F,1991-09-24,laetitia.carre@outlook.fr,0743292712,"366, avenue de Briand",11526,Lecomte,FR7419236534606056035679327,126059710598751,solde 100-200,9,compte critique / crédits ailleurs,reconversion,1501,épargne < 100,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,3,véhicule ou autre,34,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,1
FIN-100102,Aubry,Danielle,F,2001-05-26,danielle.aubry@free.fr,0703761379,"13, chemin Barthelemy",84699,Leduc,FR0410890285155333426433502,116111038721551,pas de compte courant,6,retards de paiement passés,électroménager,-932,épargne < 100,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,2,immobilier,24,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100953,Jacquet,Chantal,F,1999-02-25,chantal.jacquet@free.fr,+33736241862,"19, chemin de Gillet",23303,garcia,FR7576871413493179670605581,103120912205910,pas de compte courant,36,crédits en cours sans incident,audiovisuel,10974,épargne < 100,sans emploi,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,26,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,1
FIN-100711,Dumont,Claudine,F,1990-07-21,claudine.dumont@outlook.fr,0642241246,"17, rue de Leduc",08921,Perrin-sur-Fernandez,FR8708479135113505357228920,214067864615180,solde < 100,6,crédits Finova soldés,reconversion,1198,épargne < 100,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,35,aucun,logé gratuitement,1,employé qualifié,1,non,oui,1
FIN-100757,Adam,Xavier,M,1986-07-29,xavier.adam@outlook.fr,+33655289611,"52, rue de Lucas",02630,Saint Roland-la-Forêt,FR0619085432716303356369301,200040407045121,solde > 200 ou salaire domicilié,15,compte critique / crédits ailleurs,électroménager,1271,pas d'épargne connue,1-4 ans,3,homme : célibataire,aucun,4,aucun bien connu,39,aucun,logé gratuitement,2,employé qualifié,1,oui,oui,1
FIN-100263,Martineau,Marcelle,F,1968-09-03,marcelle.martineau@gmail.com,0756205336,"41, rue de Humbert",40666,MoulinVille,FR3578122489056708670090043,189070912207565,pas de compte courant,999,compte critique / crédits ailleurs,reconversion,2748,épargne < 100,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,57,banque,logé gratuitement,3,non qualifié résident,1,non,oui,0
FIN-100443,Neveu,Aimé,M,09.07.1984,aimé.neveu@free.fr,0621495870,"286, rue Marcel Dupré",33698,PerrinBourg,FR4656631138850342362203347,195124315713455,pas de compte courant,12,crédits en cours sans incident,reconversion,719,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,41,banque,propriétaire,1,non qualifié résident,2,non,oui,1
FIN-100695,Torres,Benoît,M,1975-09-30,benoît.torres@orange.fr,0715869886,"11, avenue Colin",32353,Hoareau-sur-Fabre,FR8831214639476254292645633,267014900723605,pas de compte courant,6,crédits en cours sans incident,voiture occasion,1236,épargne 500-1000,1-4 ans,2,homme : célibataire,aucun,4,épargne logement/assurance vie,50,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100304,Barthelemy,Daniel,M,1981-09-16,daniel.barthelemy@orange.fr,0789476973,"317, rue Noël Perrot",79332,Adam-la-Forêt,FR5158951381865507846850957,291028902497904,pas de compte courant,48,compte critique / crédits ailleurs,voiture neuve,10127,épargne 500-1000,1-4 ans,2,homme : célibataire,aucun,2,aucun bien connu,44,banque,logé gratuitement,1,employé qualifié,1,non,Oui ,1
FIN-100341,Laroche,Maggie,F,1999-05-17,maggie.laroche@orange.fr,0702080214,"68, boulevard Leroux",36617,Bigot,FR5999898972117088948018644,124119720948453,solde < 100,21,crédits en cours sans incident,audiovisuel,3599,épargne < 100,4-7 ans,1,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,26,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100618,Labbé,Louise,F,2004-08-15,louise.labbé@orange.fr,0732756041,"93, rue de Colas",10651,Charrier,FR8586407880265295164693335,186085050298602,solde 100-200,30,crédits en cours sans incident,audiovisuel,3441,épargne 100-500,1-4 ans,2,femme : divorcée/séparée/mariée,co-emprunteur,4,véhicule ou autre,21,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100993,Mercier,Jules,M,1995-06-17,jules.mercier@free.fr,+33653844446,"715, boulevard de Gallet",22525,Saint Bertrand,FR1023696269022209755061790,263087919124585,solde < 100,36,crédits en cours sans incident,audiovisuel,3959,épargne < 100,sans emploi,4,homme : célibataire,aucun,3,épargne logement/assurance vie,30,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100149,Gillet,Émile,M,1979-10-29,émile.gillet@orange.fr,07 93 91 72 51,"9, chemin de Vincent",77234,lemoine,FR2470369249269326573275998,188033818555895,pas de compte courant,18,compte critique / crédits ailleurs,électroménager,1582,épargne > 1000,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,46,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100124,Berger,Thérèse,F,1998-08-11,thérèse.berger@gmail.com,0634456557,avenue de Samson,79563,Berger,FR9019642585626149915370382,119016613693595,solde 100-200,18,crédits en cours sans incident,audiovisuel,1924,pas d'épargne connue,< 1 an,4,femme : divorcée/séparée/mariée,aucun,3,immobilier,27,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100807,Pichon,Thibaut,M,1960-02-25,thibaut.pichon@outlook.fr,0643639102,"2, boulevard Dominique Leblanc",03951,sainte marie,FR5645413845315630930796859,148051601580268,pas de compte courant,12,compte critique / crédits ailleurs,électroménager,930,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,65,aucun,propriétaire,4,employé qualifié,1,non,oui,0
FIN-100844,Chevalier,Rémy,M,1978-07-03,rémy.chevalier@free.fr,0647128715,"44, rue Arthur Jacquot",66575,Gillet-sur-Dupuy,FR4952064191061669100822421,255056311328557,pas de compte courant,18,crédits en cours sans incident,audiovisuel,3422,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,épargne logement/assurance vie,47,banque,propriétaire,3,employé qualifié,2,oui,oui,0
FIN-100050,Gomes,Alfred,M,1996-07-01,alfred.gomes@outlook.fr,0710158199,"18, rue Dos Santos",85921,Delahaye,FR8692134249128965999497320,127066613641116,solde 100-200,24,retards de paiement passés,audiovisuel,2333,pas d'épargne connue,< 1 an,4,homme : célibataire,aucun,2,épargne logement/assurance vie,29,banque,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100353,Millet,Michel,M,1997-05-31,michel.millet@orange.fr,0640778487,"76, avenue Philippe Carpentier",66913,Sainte Martine,FR3950119292075360511716039,256035626048319,solde < 100,12,aucun crédit / tous soldés,électroménager,6 199 EUR,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,épargne logement/assurance vie,28,aucun,locataire,2,employé qualifié,1,oui,oui,1
FIN-100951,Lenoir,Julien,M,2001-09-23,julien.lenoir@free.fr,0770412009,"77, chemin de Gosselin",88717,Coulon,FR3039170335300499926653619,247014700161960,solde < 100,36,retards de paiement passés,autre,2145,épargne < 100,4-7 ans,2,homme : célibataire,aucun,1,véhicule ou autre,24,aucun,propriétaire,2,employé qualifié,1,oui,oui,1
FIN-100142,Dias,Matthieu,M,13/06/1998,matthieu.dias@orange.fr,0693784270,"96, rue Lucie Petit",51391,Bouvet,FR1569572790833509025425730,271090912236953,solde < 100,27,crédits en cours sans incident,électroménager,3416,épargne < 100,1-4 ans,3,homme : célibataire,aucun,2,véhicule ou autre,27,aucun,propriétaire,1,cadre / indépendant,1,non,oui,0
FIN-100470,Bourdon,Antoine,M,2003-11-25,antoine.bourdon@outlook.fr,0795654420,"39, boulevard de Marchal",97685,Saint MauriceVille,FR6315969838457202665686295,291128619441178,solde 100-200,24,crédits en cours sans incident,électroménager,"3092,00",épargne 100-500,< 1 an,3,homme : marié/veuf,aucun,2,véhicule ou autre,22,aucun,locataire,1,employé qualifié,1,oui,oui,1
FIN-100399,Lopes,Aurore,F,21.03.1982,aurore.lopes@orange.fr,0742312209,"72, boulevard Antoine Pottier",03128,Saint Gilbert-les-Bains,FR3836202755821477092071152,186041106971194,pas de compte courant,24,compte critique / crédits ailleurs,électroménager,1516,épargne > 1000,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,1,immobilier,43,aucun,propriétaire,2,non qualifié résident,1,non,OUI,0
FIN-100820,Salmon,Daniel,M,1998-05-12,daniel.salmon@outlook.fr,0776665674,rue Mahe,24296,Millet-sur-Maury,FR5190149711038471567566505,103095502977815,pas de compte courant,12,crédits en cours sans incident,voiture neuve,1101,,1-4 ans,3,homme : marié/veuf,aucun,2,immobilier,27,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100320,Daniel,Grégoire,M,1997-05-26,grégoire.daniel@orange.fr,0774489061,"24, boulevard de Chevallier",78724,Le Roux,FR5322012560832004879788897,204116806681007,solde 100-200,30,compte critique / crédits ailleurs,voiture neuve,4249,épargne < 100,sans emploi,4,homme : marié/veuf,aucun,2,véhicule ou autre,28,aucun,propriétaire,2,cadre / indépendant,1,non,oui,1
FIN-100019,Henry,Jean,M,1990-09-20,jean.henry@free.fr,0734283644,"28, chemin Maryse Cohen",24982,Moreau,FR5626732044138459609454490,160050810529228,pas de compte courant,24,crédits en cours sans incident,électroménager,3430,épargne 500-1000,>= 7 ans,3,homme : célibataire,aucun,2,véhicule ou autre,31,aucun,propriétaire,1,employé qualifié,2,oui,oui,0
FIN-100971,Pons,Noël,M,1982-11-15,noël.pons@gmail.com,0740903802,"33, chemin de Gay",90780,Joly-sur-Normand,FR6635028303424375391692809,273017306506912,pas de compte courant,24,crédits en cours sans incident,voiture neuve,7393,épargne < 100,1-4 ans,1,homme : célibataire,aucun,4,épargne logement/assurance vie,43,aucun,propriétaire,1,non qualifié résident,2,non,oui,0
FIN-100811,Perret,Jérôme,M,1997-10-14,jérôme.perret@outlook.fr,0696852701,"40, boulevard Dupuis",43315,Sainte Roland-sur-Mer,FR6542024350947651186156409,135026544092937,solde 100-200,6,crédits en cours sans incident,électroménager,484,,4-7 ans,3,homme : marié/veuf,garant,3,immobilier,28,banque,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100830,Nguyen,Alphonse,M,1981-09-17,alphonse.nguyen@gmail.com,0679323023,"3, avenue de Raymond",31154,Alexandre,FR6233099000940656582344538,176021220211145,pas de compte courant,24,retards de paiement passés,autre,2375,épargne 500-1000,1-4 ans,4,homme : célibataire,aucun,2,véhicule ou autre,44,aucun,propriétaire,2,employé qualifié,2,oui,oui,0
FIN-100407,Poirier,Joseph,M,1998-04-01,joseph.poirier@orange.fr,0780347644,rue de Dias,80619,Lemoine-sur-Mer,FR3983104384196622913167080,253081220289249,solde < 100,15,crédits en cours sans incident,électroménager,1053,épargne < 100,< 1 an,4,homme : marié/veuf,aucun,2,immobilier,27,aucun,propriétaire,1,employé qualifié,1,non,non,0
FIN-100537,Hervé,Christelle,F,16.06.1988,christelle.hervé@gmail.com,0769557988,rue Labbé,39517,SAINT HENRI-LES-BAINS,FR8734123016049860372186003,249039761173714,solde 100-200,18,compte critique / crédits ailleurs,audiovisuel,3612,épargne < 100,>= 7 ans,3,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,37,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100721,Laine,Paulette,F,2001-07-30,paulette.laine@free.fr,06 41 61 28 46,"58, rue Pauline Perrin",97162,Imbertnec,FR8328630402966299172174292,290086912360533,solde 100-200,6,crédits Finova soldés,reconversion,433,épargne > 1000,< 1 an,4,femme : divorcée/séparée/mariée,aucun,2,épargne logement/assurance vie,24,banque,locataire,1,employé qualifié,2,non,oui,1
FIN-100038,Leconte,François,M,1988-10-05,françois.leconte@outlook.fr,0656793341,"75, chemin Buisson",18992,Bertrand,FR1954566766404735047639283,285112309605815,solde > 200 ou salaire domicilié,10,crédits en cours sans incident,travaux,1225,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,véhicule ou autre,37,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100175,Leconte,Christelle,F,1972-05-04,christelle.leconte@gmail.com,0637367850,"709, avenue Franck Dubois",87407,Michel,FR1386239453546147079863210,218016005791626,pas de compte courant,30,crédits Finova soldés,voiture occasion,7485,pas d'épargne connue,sans emploi,4,femme : divorcée/séparée/mariée,aucun,1,immobilier,53,banque,propriétaire,1,cadre / indépendant,1,oui,oui,1
FIN-100245,Morel,Gilles,M,2000-09-07,gilles.morel@orange.fr,0715335554,boulevard Julie Lefèvre,37683,Bonnin,FR9201693429291320330162341,240022923263669,pas de compte courant,24,crédits en cours sans incident,autre,1258,épargne < 100,4-7 ans,4,homme : célibataire,aucun,1,immobilier,25,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100850,Laporte,Bertrand,M,1992-05-03,bertrand.laporte@orange.fr,0752437729,"106, avenue Peron",34695,LAROCHEBOURG,FR6965699313606229011386047,187127218148647,solde < 100,20,compte critique / crédits ailleurs,voiture neuve,2235,épargne < 100,1-4 ans,4,homme : marié/veuf,garant,2,épargne logement/assurance vie,33,banque,locataire,2,employé qualifié,1,non,non,1
FIN-100687,Legros,Denis,M,1995-06-09,denis.legros@outlook.fr,0710856288,"322, rue Humbert",31301,Didier,FR7532528613239456452342864,280123201328268,solde 100-200,36,retards de paiement passés,voiture neuve,2862,,>= 7 ans,4,homme : célibataire,aucun,3,aucun bien connu,30,aucun,logé gratuitement,1,employé qualifié,1,non,oui,0
FIN-100946,Humbert,Rémy,M,1995-10-13,rémy.humbert@gmail.com,0655247286,rue Alice Lebreton,57754,Sainte Stéphaniedan,FR2664106032675318057631010,143129122889565,solde < 100,24,crédits Finova soldés,audiovisuel,3349,épargne 500-1000,< 1 an,4,homme : célibataire,aucun,4,aucun bien connu,30,aucun,logé gratuitement,1,employé qualifié,2,oui,oui,1
FIN-100880,Rousset,Robert,M,1987-04-06,robert.rousset@outlook.fr,0779240822,"42, rue de Chartier",69759,Lecomte-les-Bains,FR6746220148333540112728360,219028902452311,pas de compte courant,24,crédits en cours sans incident,voiture occasion,7814,épargne < 100,4-7 ans,3,homme : célibataire,aucun,3,véhicule ou autre,38,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100154,Collet,Étienne,M,14.08.1989,étienne.collet@orange.fr,0654115262,"36, avenue de Prévost",57497,Saint Suzanne,FR1748075203447650471580290,220073726103364,solde 100-200,24,retards de paiement passés,autre,6967,épargne 100-500,4-7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,36,aucun,locataire,1,cadre / indépendant,1,oui,oui,0
FIN-100287,Caron,Eugène,M,1994-11-04,eugène.caron@gmail.com,0686376599,"99, avenue Richard Arnaud",26389,  Saint Corinne-la-Forêt ,FR8613950016809414915076283,296013201328278,solde 100-200,48,retards de paiement passés,mobilier/équipement,7582,épargne 100-500,sans emploi,2,homme : célibataire,aucun,4,aucun bien connu,31,aucun,logé gratuitement,1,cadre / indépendant,1,oui,oui,0
